date,open,high,low,close,volume,dividend_amount
2005-01-03,1349.8,1358.0,1338.25,1353.2,1185200.0,0.0
2005-01-04,1350.75,1356.0,1334.0,1340.35,1312656.0,0.0
2005-01-05,1330.0,1338.1,1281.0,1324.8,3669696.0,0.0
2005-01-06,1327.0,1345.0,1292.15,1319.9,3441640.0,0.0
2005-01-07,1330.0,1344.7,1311.1,1339.4,2627176.0,0.0
2005-01-10,1350.0,1361.0,1321.5,1328.5,2442576.0,0.0
2005-01-11,1332.0,1337.8,1300.0,1313.55,3072184.0,0.0
2005-01-12,1330.0,1367.8,1287.25,1297.2,7859264.0,0.0
2005-01-13,1329.0,1335.0,1272.1,1293.05,13729432.0,0.0
2005-01-14,1305.0,1318.0,1278.95,1296.95,6646864.0,0.0
2005-01-17,1305.05,1318.8,1241.35,1261.3,5748408.0,0.0
2005-01-18,1274.0,1285.0,1258.0,1263.55,2838616.0,0.0
2005-01-19,1270.0,1273.0,1251.25,1254.7,1830872.0,0.0
2005-01-20,1255.0,1260.0,1230.0,1241.5,2383312.0,0.0
2005-01-24,1245.0,1249.0,1215.0,1219.6,2069208.0,0.0
2005-01-25,1216.0,1238.0,1205.0,1234.7,1968368.0,0.0
2005-01-27,1240.0,1253.0,1236.0,1239.5,1682024.0,0.0
2005-01-28,1245.0,1295.0,1244.0,1289.8,2935592.0,0.0
2005-01-31,1294.95,1312.0,1291.0,1300.65,2620200.0,0.0
2005-02-01,1305.0,1321.0,1288.0,1315.9,4152952.0,0.0
2005-02-02,1317.0,1323.0,1301.25,1305.65,2140728.0,0.0
2005-02-03,1309.0,1314.0,1301.2,1309.65,1440992.0,0.4375
2005-02-04,1310.0,1321.85,1302.0,1306.55,834168.0,0.0
2005-02-07,1315.0,1328.0,1301.0,1311.1,1431688.0,0.0
2005-02-08,1312.0,1323.2,1307.1,1319.7,1210352.0,0.0
2005-02-09,1322.25,1343.5,1320.0,1332.4,2184392.0,0.0
2005-02-10,1330.1,1343.25,1320.9,1333.4,1345040.0,0.0
2005-02-11,1345.1,1385.0,1345.1,1381.85,3679064.0,0.0
2005-02-14,1400.0,1420.0,1391.0,1407.2,2750184.0,0.0
2005-02-15,1412.0,1412.0,1373.25,1381.75,1409680.0,0.0
2005-02-16,1390.0,1395.9,1362.0,1368.0,1504504.0,0.0
2005-02-17,1373.0,1384.9,1358.0,1381.0,1933704.0,0.0
2005-02-18,1381.0,1391.5,1360.0,1373.3,1006952.0,0.0
2005-02-21,1370.0,1374.7,1361.7,1365.85,501624.0,0.0
2005-02-22,1368.0,1368.0,1351.1,1363.0,913656.0,0.0
2005-02-23,1365.0,1382.0,1355.15,1376.7,1550864.0,0.0
2005-02-24,1380.0,1397.45,1363.0,1370.15,3360776.0,0.0
2005-02-25,1379.7,1381.8,1353.0,1364.3,1925512.0,0.0
2005-02-28,1365.0,1384.25,1339.1,1380.9,2737848.0,0.0
2005-03-01,1378.0,1385.0,1351.1,1355.8,2026680.0,0.0
2005-03-02,1359.0,1371.8,1359.0,1367.8,693376.0,0.0
2005-03-03,1370.0,1395.0,1364.0,1387.8,981016.0,0.0
2005-03-04,1396.3,1402.0,1383.55,1391.15,1390408.0,0.0
2005-03-07,1397.5,1408.0,1395.0,1400.9,1422624.0,0.0
2005-03-08,1400.0,1421.0,1395.6,1414.95,1695912.0,0.0
2005-03-09,1410.0,1426.8,1395.6,1408.6,2019624.0,0.0
2005-03-10,1402.0,1411.0,1395.15,1405.45,944840.0,0.0
2005-03-11,1409.0,1435.0,1406.0,1428.85,1562816.0,0.0
2005-03-14,1440.0,1462.0,1420.05,1452.3,2008952.0,0.0
2005-03-15,1455.0,1458.0,1435.0,1438.3,1448920.0,0.0
2005-03-16,1440.0,1465.0,1440.0,1451.65,1416680.0,0.0
2005-03-17,1445.0,1474.0,1410.25,1463.15,2336608.0,0.0
2005-03-18,1459.7,1470.05,1427.15,1468.1,1985600.0,0.0
2005-03-21,1471.0,1475.0,1443.0,1452.2,1549280.0,0.0
2005-03-22,1455.0,1457.0,1440.0,1442.25,1185064.0,0.0
2005-03-23,1445.0,1450.0,1412.2,1420.2,1458192.0,0.0
2005-03-24,1425.0,1428.0,1381.0,1385.5,1822368.0,0.0
2005-03-28,1390.0,1408.0,1385.0,1391.5,1295392.0,0.0
2005-03-29,1395.9,1395.9,1364.0,1370.2,1079872.0,0.0
2005-03-30,1373.0,1403.0,1360.0,1389.2,1433008.0,0.0
2005-03-31,1400.0,1445.0,1397.6,1432.75,1918896.0,0.0
2005-04-01,1430.0,1453.0,1332.45,1446.95,1749488.0,0.0
2005-04-04,1450.0,1456.0,1339.0,1426.65,1443520.0,0.0
2005-04-05,1430.0,1442.5,1417.0,1426.4,1322568.0,0.0
2005-04-06,1430.0,1444.0,1420.1,1440.85,678240.0,0.0
2005-04-07,1449.0,1449.0,1422.0,1424.95,938848.0,0.0
2005-04-08,1427.0,1434.9,1390.1,1395.05,1407504.0,0.0
2005-04-11,1395.05,1395.05,1360.0,1363.2,1037656.0,0.0
2005-04-12,1365.5,1385.0,1363.0,1382.35,1008432.0,0.0
2005-04-13,1390.0,1405.0,1387.2,1400.5,1476944.0,0.0
2005-04-15,1349.0,1359.0,1315.0,1319.0,3840504.0,0.0
2005-04-18,1315.0,1349.0,1295.0,1320.2,2317560.0,0.0
2005-04-19,1310.0,1348.7,1180.0,1209.75,11810048.0,0.0
2005-04-20,1189.0,1189.0,1091.0,1115.65,22108944.0,0.0
2005-04-21,1115.0,1147.9,1110.0,1142.2,5748536.0,0.0
2005-04-22,1155.1,1170.45,1145.15,1166.35,4940368.0,0.0
2005-04-25,1159.0,1167.0,1148.5,1157.95,2124728.0,0.0
2005-04-26,1148.0,1163.0,1137.0,1140.65,1346680.0,0.0
2005-04-27,1130.0,1130.0,1111.1,1118.4,2118976.0,0.0
2005-04-28,1118.0,1126.0,1101.0,1113.7,1941408.0,0.0
2005-04-29,1113.0,1144.0,1113.0,1130.25,3941336.0,0.0
2005-05-02,1130.0,1157.9,1118.2,1129.0,1952848.0,0.0
2005-05-03,1129.0,1135.0,1105.1,1108.2,1854616.0,0.0
2005-05-04,1112.0,1124.85,1108.2,1120.7,1549384.0,0.0
2005-05-05,1128.9,1149.75,1127.9,1136.7,2341072.0,0.0
2005-05-06,1139.9,1172.0,1132.3,1167.05,2253304.0,0.0
2005-05-09,1171.5,1181.95,1167.1,1172.4,1435024.0,0.0
2005-05-10,1178.7,1178.7,1146.7,1151.7,2811480.0,0.0
2005-05-11,1148.1,1154.8,1138.9,1150.9,1109208.0,0.0
2005-05-12,1149.95,1161.2,1143.5,1146.45,1740520.0,0.0
2005-05-13,1149.0,1151.0,1140.0,1148.2,771864.0,0.0
2005-05-16,1148.0,1159.0,1143.0,1153.8,2664544.0,0.0
2005-05-17,1161.3,1164.8,1144.2,1150.0,1394864.0,0.0
2005-05-18,1145.0,1150.0,1122.5,1144.3,1741168.0,0.0
2005-05-19,1156.0,1171.5,1153.0,1162.4,1004512.0,0.0
2005-05-20,1163.7,1172.0,1141.0,1168.25,780088.0,0.0
2005-05-23,1170.0,1237.0,1170.0,1224.3,3246624.0,0.0
2005-05-24,1225.0,1234.0,1206.0,1229.35,1590632.0,0.0
2005-05-25,1215.05,1270.0,1215.05,1259.1,4327288.0,0.0
2005-05-26,1255.0,1289.0,1251.15,1284.5,2528080.0,0.0
2005-05-27,1290.0,1299.0,1257.0,1270.3,2176240.0,0.0
2005-05-30,1270.0,1333.15,1255.0,1319.5,5361736.0,0.0
2005-05-31,1324.0,1343.95,1305.1,1335.2,3453688.0,0.0
2005-06-01,1329.8,1329.8,1298.0,1304.1,2316032.0,0.0
2005-06-02,1303.5,1311.0,1265.0,1268.25,2918936.0,0.0
2005-06-03,1268.25,1295.1,1261.0,1292.25,2740592.0,0.0
2005-06-06,1281.05,1300.6,1274.0,1280.25,1948256.0,0.0
2005-06-07,1280.0,1285.0,1270.25,1277.25,1248760.0,0.0
2005-06-08,1275.0,1295.4,1275.0,1290.75,1594576.0,0.0
2005-06-09,1300.0,1300.0,1270.65,1276.65,1051048.0,0.0
2005-06-10,1277.0,1300.8,1260.0,1265.9,2635000.0,0.0
2005-06-13,1273.0,1279.0,1261.4,1271.3,878344.0,0.0
2005-06-14,1271.0,1280.0,1260.0,1264.2,1035632.0,0.0
2005-06-15,1267.4,1276.9,1266.25,1271.9,773640.0,0.0
2005-06-16,1277.8,1286.9,1264.0,1277.15,1432856.0,0.0
2005-06-17,1284.7,1286.9,1263.1,1266.9,1170296.0,0.0
2005-06-20,1270.0,1300.0,1270.0,1296.55,1671128.0,0.0
2005-06-21,1289.9,1311.95,1282.1,1303.85,3268520.0,0.0
2005-06-22,1306.0,1337.4,1306.0,1333.95,4347040.0,0.0
2005-06-23,1335.0,1339.0,1303.25,1306.55,1460960.0,0.0
2005-06-24,1303.0,1338.8,1291.0,1327.1,2291648.0,0.0
2005-06-27,1318.0,1330.0,1306.0,1312.5,814056.0,0.0
2005-06-28,1315.0,1329.0,1314.0,1324.65,1401784.0,0.0
2005-06-29,1325.65,1358.0,1322.0,1333.25,1574616.0,0.0
2005-06-30,1340.0,1359.0,1340.0,1351.9,1923192.0,0.0
2005-07-01,1350.8,1360.0,1342.5,1354.1,2496168.0,0.0
2005-07-04,1349.0,1370.0,1312.55,1358.15,865152.0,0.0
2005-07-05,1354.0,1358.0,1313.25,1320.75,1114192.0,0.0
2005-07-06,1320.0,1333.9,1313.0,1319.5,800552.0,0.625
2005-07-07,1324.55,1340.0,1301.0,1309.55,1268952.0,0.0
2005-07-08,1309.5,1325.0,1291.5,1312.1,1513032.0,0.0
2005-07-11,1324.0,1331.0,1312.5,1327.25,1260640.0,0.0
2005-07-12,1310.0,1320.0,1274.0,1285.5,2581528.0,0.0
2005-07-13,1300.0,1302.0,1266.0,1270.3,2340112.0,0.0
2005-07-14,1279.0,1281.0,1219.1,1224.55,2630128.0,0.0
2005-07-15,1230.0,1260.7,1227.1,1248.2,3445472.0,0.0
2005-07-18,1277.0,1341.2,1277.0,1321.0,4041336.0,0.0
2005-07-19,1320.0,1341.0,1310.0,1317.15,1427328.0,0.0
2005-07-20,1329.0,1332.0,1305.0,1308.0,824480.0,0.0
2005-07-21,1310.0,1318.8,1281.0,1290.25,1149856.0,0.0
2005-07-22,1289.5,1297.0,1272.0,1293.7,1310288.0,0.0
2005-07-25,1300.0,1305.0,1277.0,1283.2,931200.0,0.0
2005-07-26,1280.0,1290.0,1259.5,1264.75,1546112.0,0.0
2005-07-27,1290.0,1290.0,1267.0,1284.6,539672.0,0.0
2005-07-29,1260.0,1289.9,1260.0,1269.15,2143456.0,0.0
2005-08-01,1270.0,1283.8,1240.6,1252.6,800568.0,0.0
2005-08-02,1260.0,1298.85,1260.0,1291.4,1683776.0,0.0
2005-08-03,1305.0,1308.75,1283.0,1300.45,2779480.0,0.0
2005-08-04,1320.0,1320.0,1289.0,1294.6,1829896.0,0.0
2005-08-05,1305.25,1305.25,1276.15,1285.25,813664.0,0.0
2005-08-08,1285.0,1286.95,1274.0,1280.15,971568.0,0.0
2005-08-09,1285.0,1285.95,1265.0,1284.5,2026120.0,0.0
2005-08-10,1290.0,1315.1,1287.1,1313.0,2572864.0,0.0
2005-08-11,1301.85,1329.4,1301.85,1311.8,1187816.0,0.0
2005-08-12,1322.7,1323.9,1275.0,1282.9,1126264.0,0.0
2005-08-16,1285.0,1295.0,1265.1,1269.4,1161800.0,0.0
2005-08-17,1269.0,1301.0,1264.0,1298.2,1215224.0,0.0
2005-08-18,1305.0,1324.0,1305.0,1313.7,1950776.0,0.375
2005-08-19,1313.5,1333.0,1312.0,1326.5,1329344.0,0.0
2005-08-22,1330.0,1346.85,1312.0,1316.7,1574160.0,0.0
2005-08-23,1256.3,1330.1,1256.3,1316.55,1411320.0,0.0
2005-08-24,1312.0,1315.0,1287.0,1300.25,1037888.0,0.0
2005-08-25,1309.8,1326.6,1298.0,1322.05,1090032.0,0.0
2005-08-26,1325.0,1370.0,1325.0,1364.3,2602520.0,0.0
2005-08-29,1365.0,1366.0,1331.0,1354.05,1074336.0,0.0
2005-08-30,1365.0,1391.0,1361.0,1384.05,1640776.0,0.0
2005-08-31,1388.0,1416.0,1384.0,1405.85,1871712.0,0.0
2005-09-01,1404.7,1432.0,1404.7,1419.25,1487800.0,0.0
2005-09-02,1430.0,1440.0,1415.0,1429.25,1245664.0,0.0
2005-09-05,1437.0,1466.8,1405.35,1410.4,2194880.0,0.0
2005-09-06,1415.0,1422.0,1387.0,1397.65,1658552.0,0.0
2005-09-08,1399.0,1416.0,1395.0,1404.1,860816.0,0.0
2005-09-09,1407.0,1415.0,1377.0,1392.0,1154936.0,0.0
2005-09-12,1400.55,1433.6,1400.55,1427.4,1649920.0,0.0
